set-up,punchline,label
It's the first thing we really learn in life.,"Funny thing is, once we grow up, the harder it becomes to know what to say.",0
Her final goal was to save a life.,"Before the car hit her, she pushed her friend out of the way, sacrificing herself.",0
SGA presidents: Use your influence!,"Include athletes, Greeks AND current smokers to create a healthier campus tobacco free hbcu spread truth",0
Thank You to our brave military men and women!,Always Remember Sept 11 USA,0
President Abraham Lincoln really loved cats.,He even let a cat eat from the White House dining table once during a formal dinner.,0
"""The way I see it, sometimes you get what you want in life.",Sometimes you don't.,0
"""People like us, we've gotta stick together.","Keep your head up, nothing lasts forever.""",0
We remain committed to serving you.,More updates tomorrow.,0
Do you fully experience the intimacy and pleasure that a relationship offers?,Or are you desensitized and numb?,0
I stopped fighting.,"Don't tell anybody.""",0
"In life we make lots of choices, but mental illness is not a choice.",Someone who may look happy on the outside may be suffering on the inside.,0
If you are affected by mental health please don't be ashamed to talk to someone about it.,Don't suffer alone.,0
Don't suffer alone.,World Mental Health Day,0
We actually shot this episode at a lodge in the woods with bears everywhere.,We had people stationed around the set with air horns.,0
We had people stationed around the set with air horns.,Haha.,0
Death only sucks when you have no regrets.,Live with no regrets.,0
Live with no regrets.,Face your fears and take more chances.,0
Face your fears and take more chances.,Mistakes only weigh ounces.,0
Mistakes only weigh ounces.,Regrets weigh tons.,0
What are some of your favorite podcast?,International Podcast Day,0
Pain is inevitable.,Suffering is optional.,0
"""Walk your dog or take a nap, just whatever you do, stop worrying.","Because the only cure for paranoia is to be here, just as you are.""",0
Cumin is very good for digestion.,The smell of it activates our salivary glands in our mouth facilitating the primary digestion of the food,0
"Jesse Jackson: ""Voter supression is real.",Voter fraud is a fraud.,0
It'd be crazy if the boys were born on my birthday.,Anybody have kids born on their birthday ?,0
It's important we never stop believing we can have a new beginning.,But it's also important to remember there are things worth holding onto.,0
35 Make her your ONLY!,not just a number one.,0
"The Maori language of New Zealand has a word for autism, 'takiwatanga.'",Meaning 'his or her own time and space.',0
"""Just figure out what she wants, then make it happen.","She'll forget all about the other.""",0
"""You and I are a team.","Nothing is more important than our friendship.""",0
Soy milk's high antioxidants help fight aging & increase bone density & strengthen the immune system.,Try having soy milk with your cereal,0
"19 Guys, text her first so she doesnt feel annoying.",boyfriend tips,0
"It's Day 3 of Kwanzaa, Ujima!",Ujima means 'collective work and responsibility'.,0
"Halloween is less than a week away, but who's celebrating this weekend?",Tweet us some of your favorite treats and traditions to share!,0
To be a true Believer is one of the rarest things in the world.,"Most people just exist, that's all.",0
Don't just date a guy.,"Teach him a life skill Improve his life That way, he suffers regret should a breakup strike.",0
"""I'm just not political"" is so over.",That time has passed.,0
That time has passed.,We need to hear your voices now.,0
We need to hear your voices now.,"While you ""find your voice"" black people are being killed everyday.",0
"While you ""find your voice"" black people are being killed everyday.",EVERYDAY.,0
It doesn't have to be poetry.,Just sat it.,0
Just sat it.,BLACK LIVES MATTER.,0
potassium normalizes heartbeat and promotes the supply of oxygen to the brain.,"As a result, you feel more relaxed and focused relax",0
Use this time to become an entrepreneur.,Start making an investment of your time and effort into endeavors that will benefit you and your family.,0
Death is hardest on the living.,It's tough to actually say goodbye.,0
It's tough to actually say goodbye.,Sometimes it's impossible.,0
Sometimes it's impossible.,You never really stop feeling the loss.,0
Elephants are evolving to be tuskless due to decades of poaching.,"Usually, less than four percent of female elephants are born without tusks.",0
"Mark: ""All you can do is be brave enough to get out there.","You fought, you loved, you lost.",0
"You fought, you loved, you lost.","Walk tall Tores.""",0
Q6: How did you set boundaries to protect your mental health while away from home?,BGS Back 2 College,0
"""Every morning when you wake up you have to choice.","Between ceasing what life offers in moment and forging ahead no matter the weather.""",0
Anyone?,I'm giving some away rn for free!,0
"ADDISON: ""Sometimes people do desperate things to get someone's attention.","But there are two sides to every story.""",0
"""There are some feelings that refuse to go away.",They're little distractions whispering in your ear.,0
"Happy Thanksgiving, everyone!!",We hope you've had a great day enjoying time with family and friends!,0
We hope you've had a great day enjoying time with family and friends!,be thankful,0
This guy Frankie who has a little bit of the Blues is pretty cool!,Greetings!,0
"""Illness is a sign of weakness.","Once they see it, they never look at you the same way again.""",0
"""And most of all, books.","They were, in and of themselves, reasons to stay alive.",0
"They were, in and of themselves, reasons to stay alive.",Every book written is the product of a human mind in a particular state.,0
Every book written is the product of a human mind in a particular state.,"Add all the books together and you get the end sum of humanity.""",0
The thing people forget is how good it can feel when you finally set secrets free.,"Whether good or bad, at least they're out in the open.",0
Today is National Cold Cuts Day!,What is your favorite deli sandwich?,0
You don't just sit back and ride in a relationship.,It invokes work from both parties.,0
House reno question!,Does anyone know of a good mosaic tile artist or website?,0
Ask Dr. V is a new addition to OurselvesBlack.,College students submit questions about a variety of MH issues black mental health,0
"After watching the movie, he said that his decision was the biggest mistake of his career.",His remorse for turning it down led him to accept the role of Mike Wazowski years later.,0
When she makes eye contact and breaks it looking downwards that's a strong indication she likes you.,Especially if she smiles when she does it.,0
but today is a gift.,that's why its called the present.,0
Do you think friendship breakups tend to be much hard to deal with than romantic ones?,Auntie Red Tweet Tea,0
""" I recently met this dude.",Anytime it's time for a date something comes up.,0
We've missed 4 dates so far.,"Is he serious about this or it's me being desperate?""",0
Education is one factor.,Less educated people are more likely to engage in risky health behaviors like smoking.,0
Less educated people are more likely to engage in risky health behaviors like smoking.,MMH Mchat,0
Women in menopause with low estrogen can benefit from eating a handful of edamame daily.,It's a good source of natural estrogen menopause,0
"Susan Rice, one of the shining lights of the Sherlockian world, died today.","A scholar, teacher, author, and inspiration.",0
Your right lung is shorter than your left lung to make room for the liver.,Your left lung is narrower than the right to make room for your heart.,0
Oh I see.,You think this has nothing to do with you?,0
“An historic” is technically correct but feels pretentious.,What else is correct but too fancy,0
"""Living with a woman who can't love you back?","Way lonelier than being alone.""",0
Very interesting research about the fact that we can only meaningfully manage 150 close relationships.,Do you have that many people close to you?,0
Do you have that many people close to you?,Problem Areas AFROPUNK Solution Sessions,0
"After multiple failed attempts using regular tools, veterinarians called Xishun to use his arms.",He reached in and successfully extracted the plastic shards.,0
"Worker bees are all female, and they're the only ones that can sting.",The males are just used for reproduction.,0
There are earthquakes on the moon.,"They're called ""moonquakes.""",0
"""I love your daughter.",And I protect the things that I love.,0
She doesnt need it.,"She's strong and caring and honorable.""",0
"And sometimes, oh, sometimes change is good.","Oh, sometimes, change is everything.",0
How did you come to a place of self-love?,When did you arrive at that place?,0
When did you arrive at that place?,Or is it continual?,0
Okay y'all...ill be attempting to live tweet the west coast feed tonight.,God help me.,0
God help me.,I'm nervous.,0
I'm nervous.,Action Ackles SPN Fami Iy,0
"""I think love isn't enough anymore.",Is that possible?,0
Webber: Go be a damn doctor.,People are dying.,0
Now go save a life.,Right now.,0
Green Horizons gave me perspective on life.',"Mai, Green Horizons Volunteer Powered By JNF Love Grows In Israel Green Horizons",0
Why worry?,"If you've done the very best you can, worrying won't make it any better.",0
Avoid office romance the best way you can.,"No matter what you read online, office romance defies basic work ethics, mostly ends in disappointment.",0
The game.,"They say a person either has what it takes to play, or they don't.",0
Texas Church Massacre Southerland Springs.,How many more of these do we have to endure before something changes?!,0
Refuse to settle for anything less than excellence in your life.,From yourself and from others.,0
From yourself and from others.,Let excellence be your standard.,0
Let excellence be your standard.,Produce excellent work.,0
Produce excellent work.,Be excellent.,0
"People regularly try to take the money; however, it is illegal to do so.",The money is used to fund a supermarket for people in need.,0
The first to forgive is the strongest.,The first to forget is the happiest.,0
Knowing others is intelligence; knowing yourself is true wisdom.,Mastering others is strength; mastering yourself is true power.,0
C.S.,Lewis nominated J.R.R.,0
Praying for our neighbors south of us!,pray for louisiana,0
What is a great toddler gymnastics class you love?,The one my kid is currently enrolled stinks.,0
Change is literally the only constant in all of science.,It's the way people try not to change that's unnatural.,0
"""I believe, for the most part, love is about choices.","It's about putting down the poison and the dagger and making your own happy ending.""",0
Vit E is a fat soluble anti-oxidant which plays a role in skin integrity.,"Some foods rich in vit E Sunflower Seeds, almonds, papaya, avocado",0
I don't have many queer friends and I recently fell out with my closest queer friend.,I'm really hurt by this situation.,0
I'm really hurt by this situation.,"Have you ever broken up with a friend, can you give me any advice?",0
"""At some point, you have to make a decision.",Boundaries don't keep other people out.,0
Boundaries don't keep other people out.,They fence you in.,0
Mourning imperfect humans is ok. That's the last thing I will say.,Go hug your loved ones.,0
... Off Lamar and 10th WTF?!!!!,Cigs and kids no Bueno,0
Pregnancy stretch marks can be reduced with Rosehip Seed oil.,It can also be used for stretch marks associated with weight loss,0
"As a mother yourself, what advice would you give about adopting a child as a queer woman?",A single queer woman.,0
A single queer woman.,Auntie Red Tweet Tea,0
Congrats to Candace Cooper for competing in the US Olympic Trials for the 100 back!,blackgirlmagic black kids swim change the tide,0
It's Womens History Month.,Good time to explore the state of black women's mental health.,0
Good time to explore the state of black women's mental health.,How is this time in our history affecting us?,0
Love is a verb.,"Without action, it is merely a word.",0
Yes.,Working on tobacco free policies is a life and death matter.,0
Working on tobacco free policies is a life and death matter.,make smoking history spread truth,0
"As a poet, where do you draw your inspiration?",Auntie Red Tweet Tea,0
Let your satisfaction with your love life be determined by the goals you set for it.,Not by the presence of a certain girl.,0
Not by the presence of a certain girl.,Keep your power.,0
"So I will pray that you trust God.""",Mother Theresa ❤️,0
"""If you love someone, you tell them.",Even if you're scared that it's not the right thing.,0
Even if you're scared that it's not the right thing.,"Even if you're scared that it'll cause problems.""",0
Protein helps repair cells that have suffered free radical damage.,"Make sure to eat eggs which also contain biotin, which hydrates dry skin",0
Fellas: Protect her.,Love her.,0
Love her.,Kiss her.,0
Kiss her.,Hug her.,0
Housewives in India own 11% of the world's gold.,"More than the reserves of Switzerland, Germany and the United States put together.",0
Takeaways day 1 AAP 19 - Start talking about screen time BEFORE 12 mos of age.,"For obese children, focus on appetite/hunger control NOT dieting.",0
Eating cheese after a meal can protect your teeth.,"It counteracts the acid left behind by bread, sweets, citrus, and soda.",0
"""We don't have to be ordinary.",Make your best mistakes.,0
I loved Between Women when it was out.,Was that your first acting gig?,0
Was that your first acting gig?,Auntie Red Tweet Tea,0
What are the judges talking about?,Tynomi looked REALLY great!!!!,0
"That's an incredible milestone, but we still need any help you're able and willing to give.",My dad and I thank you all so much for your support.,0
My dad and I thank you all so much for your support.,I'll never forget it.,0
"If you haven't started 'I May Destroy You', start now.",It's so masterful.,0
Can u b gay n grow old?,Yes!,0
Can u b gay yet HIV -ve?,Yes!,0
Can u b gay n married?,Yes!,0
Can u b gay as a Christian?,Yes!,0
Can u b gay n have family?,Yes!,0
Do you have experience with a school that has a threat assessment system?,Do you think it 's helpful for students?,0
Do you think it 's helpful for students?,problem areas afropunk solution sessions,0
"""If you only knew me, we could be a beautiful, miracle, unbelievable.","Instead of just invisible.""",0
"""I'll Just Wait Here Then"" make me laugh every time.",Classic.,0
He puts his arm around your neck.,He's the type of guy that wants you to know that he cares for you and enjoys your company,0
Race-based Institutional apathy or even aggression can be difficult to confront.,"One can feel powerless, sad or angry or a combination thereof.",0
"One can feel powerless, sad or angry or a combination thereof.",And this list is by no means exhaustive.,0
And this list is by no means exhaustive.,"ask dr v, ourselves black mag",0
Evan hust tryin to help.Very defensive that Gently.,Cherish The Day,0
The Navajo have a tradition of celebrating a baby's first laugh.,"After three months, babies are closely watched for their first real giggle.",0
Dragonflies are among the most adept predators on the planet.,"They're lethal to other insects, missing an average of one prey in twenty.",0
I can't.,Not again.,0
Man I love that song!,The Weight The Band nice work Post team.,0
Lovin that music collection!,Cherish The Day,0
Winds picked up this morning creating a perfect storm of bad for firefighters.,peace be still ,0
Adapt or die.,"As many times as we've heard it, the lesson doesn't get easier.",0
Can't believe i'm about to hit 11k!,Big good night kiss!,0
"Whatever makes you mad, leave it.","Whatever makes you smile, keep it.",0
It was a true honor to talk to Gene Wilder.,He was an unusually brilliant and sweet comic artist.,0
"In 6 days, we raised over $8,000!",Thank you for constantly showing us the POWER of community!,0
Thank you for constantly showing us the POWER of community!,What a beautiful way to start Pride Month!,0
What a beautiful way to start Pride Month!,Thank you for helping us continue to feed Black Trans folx!,0
"""Ohana means family...family means nobody gets left behind.","Or forgotten.""",0
"""The crazy party girl thing?",That's crap.,0
That's crap.,Every girl who climbs on a table thinks she's the hottest girl.,0
Every girl who climbs on a table thinks she's the hottest girl.,"But really she's dancing alone.""",0
Guess they need that marriage counseling.,Don't u love Darla standing up for herself?Queen Sugar,0
"""The risks are too great.","The second we stop pushing ourselves, something terrible happens.",0
"The second we stop pushing ourselves, something terrible happens.","Something we never see coming.""",0
"Fresh start, clean slate, a world of possibilities.","But no matter what new adventure you're embarking on, you're still you.",0
Edward Rosemond and Grace from Brookwood girls school.,Thanks for playing!,0
Thanks for playing!,See you all next weekend.,0
"It's known as a ""calming signal.""",International Dog Day,0
"""What if you shape your life around it and then it falls apart?",Can you even survive that kind of pain?,0
Can you even survive that kind of pain?,"Losing love is like organ damage.""",0
"""I want you forever, forever and always.",Through the good and the bad and the ugly.,0
Engaging in more open and honest communication is essential for good mental and emotional health.,Practice self care by learning better comm.,0
Girls don't always want to ask to go wit you somewhere.,They will wait for an invite.,0
Trusted relationships start organically.,"Work, school, church, organizations, etc.",0
"Work, school, church, organizations, etc.",Shared experiences.,0
Shared experiences.,Honesty.,0
Honesty.,Measured vulnerability.,0
"""They say the inability to accept loss is a form of insanity.","It's probably true, but sometimes it's the only way to stay alive..""",0
"Vitamin B6 is breaks down protein, fats & carbohydrates in the foods we eat.",The more protein a person eats the more vitamin B6 is needed,0
Homophobic people often fall short of creativity.,The basic inability to appreciate diversity or alternative cultures is symptomatic enough of the fact above.,0
Build allies.,Build them before you need them....creating a relationship network proactively.',0
Hahaha the wire and game of thrones... Is that acceptable?,Food for thought.,0
"God's a Ghost.""",He spent three months in jail.,0
"""The very worst part of grief, is that you can't control it.","The best we can do is try to let ourselves feel it when it comes.""",0
Isn't it scary knowing that any time could be the last time you talk to someone?,Always keep that in mind.,0
"If a brother tells you he needs someone to speak to, please don't ignore him.",A listening ear can save a suicidal heart.,0
"We hope this thread provided clarity, and we thank all members of our community for their continued support.",Let's get free,0
Hey everyone sorry for the lack of tweets but I will tweet lots starting next week!,And we will have lots of trivia games this summer!,0
Stop using your position and influence in society to bully and exploit innocent gay guys.,This is a criminal act!,0
We wanna make sure our timeline is poppin.,Who are some dope Black Trans/GNC folx we should be following?,0
Stop telling your new boyfriend all your ex business!,That shit is sickening!,0
I haven't been able to comment on the passing of Chadwick Boseman.,I literally don't know what to say.,0
How do you keep your creative juices flowing?,Ways to prevent writer's block?,0
Ways to prevent writer's block?,Auntie Red Tweet Tea,0
At some point maybe we accept the dream has become a nightmare.,We tell ourselves that reality is better.,0
Let him know that he's on your mind.,Make him feel good!,0
For me it was 'About Time'.,That scene at the beach with his dad!,0
Enjoy your weekend!,We are going to tweet some thought provoking quotes from the twittersphere...,0
Thanksgiving Countdown: 1 day!!,Tis the Season to give thanks!,0
Tis the Season to give thanks!,What are some things you are most thankful for this Thanksgiving Holiday?,0
"No matter your spiritual practice, I pray that we ALL remain safe and free from harm.",Pray then Go VOTE!,0
they r effective in eliminating large pores.,repeat few times a week.,0
repeat few times a week.,pores skin,0
There are 4 of these bags.,Bag 2 is for Black Trans folx that are vegetarian/vegan.,0
There are 6 of these bags.,Bag 3 is for any Black Trans person that needs it.,0
Aversion to help-seeking is a main reason stigma against mental illness continues in the black community.,Be free to ask for or give help.,0
Just want to clarify here that tonight was the primary!,But it puts him on track to win in the general.,0
Salmon & Walnuts r Aphrodisiac.,For better sex performance sex health food,0
"The CEO insisted, ""anybody can do a cartridge.""","So, they quit and formed their own company named Activision.",0
Wishing the cast a lot of fun on their first day back to shoot Season 10!,Can't wait to see the amazing results on September 26!,0
So sad to hear the news about Orlando.,Prayers are with y'all!,0
Value Pluralism.,Our heroes become villians.,0
Dr. H. Westley Clark.,black minds matter,0
"Dreams are as real as the sky and the sea.""",Peter Pan,0
"""You might have to adjust to a whole new way of living.","Things may have changed too radically to ever go back to what they were.""",0
So excited for Mulan!,Can’t wait to see my Asian sisters and brothers in this amazing story!,0
What do you see?,More possibilities?,0
More possibilities?,Does your new view give you more hope?,0
"""It's not about what you look like, or how successful you are.","It's about having people in your life that you love and who love you.""",0
Thanks for a beautiful weekend.,That is all.,0
How do you feel about the gay struggle being compared to the black struggle?,Auntie Red Tweet Tea,0
Do you believe love is a noun or a verb?,"How has your relationship with ""love"" changed your understanding of ""love"" Auntie Red Tweet Tea",0
Make sure you dont put it before her.,boyfriend tips,0
"""You can't change the one you love.","You're not supposed to.""",0
Please send me song suggestions for my 'only banger' playlist.,The main requirement is it must be an absolute banger.,0
"""One of the most famous memory-enhancing herbs is rosemary.","Even the smell of rosemary can improve memory performance in office workers""",0
"Stay strong, because things will get better.","It might be stormy now, but it can't rain forever",0
Chief: Its good to be scared.,It means you still have something to lose.,0
His contributions will live on forever and he will be dearly missed.,Rest in Power.,0
No girl will deny the gift of a giant stuffed animal.,in love,0
Apply honey on your face and neck for 20 minutes.,Wash it with cold water.,0
Wash it with cold water.,Your skin will glow skin honey,0
Thanks DCCON for another great weekend!!!,You make me so proud to be a part of our crazy SPN Family,0
Do you know what 'Strong Black Woman' syndrome/identity is?,Do you know women who are struggling with this?,0
Do you know women who are struggling with this?,Are YOU?,0
There ya go folks.,Hope u likes.,0
Hope u likes.,And a nice little teaser there at the end.,0
And a nice little teaser there at the end.,But more on that later.,0
But more on that later.,Action Ackles SPN Family Supernatura I,0
Don't forget you can download all these Aha moments on a free Apple podcast.,Super Soul Conversations,0
We're supposed to be happy.,"Grateful for friends, family, happy to just be alive.",0
Being idle will always expose you to regrettable actions.,Always get yourself busy with something profitable.,0
It's never okay for a man to toy with a woman's heart.,If you're doing that to a woman you should be ashamed of yourself.,0
Celebrity death is always weird.,It's so bizarre to mourn the death of someone I've never met.,0
"Charity just got the truth , the whole truth y'all.",Greenleaf,0
Not yet anyway.,"If you're complaining about the challenges of life, you're not ready.",0
"The original Star Wars movie wasn't named ""A New Hope"" until April of 1981.",Four years after it originally debuted in theaters.,0
What are the best ways for those with mental health challenges to communicate their struggles and needs?,We all need to be listening.,0
"I mean, those photos are BAD.",Michael and Scotty looking like legit statues and one pic of Jerry eating a sundae shot from below,0
Don't be just a 'bad boy'.,Be charming and loving like the nice guy and be confident and mysterious like the bad boy.,0
Confidence isn't something you learn how to be.,"It's a level of development that comes from learning, practice and experience.",0
"It's a level of development that comes from learning, practice and experience.",So study and apply.,0
"""I guess I have to believe that everything happens for a reason.","It's all part of some plan, you're supposed to learn something..""",0
"It tells us what we see, what we hear.",It lets us feel love.,0
The NFL has no written rules against female players.,Women would be allowed to participate if they met the league's eligibility requirements.,0
A cigarette is tobacco wrapped in paper.,A cigar is tobacco wrapped in tobacco.,0
A cigar is tobacco wrapped in tobacco.,spread truth,0
"""It would be nice if its true.","That we all have someone out there waiting for us, us waiting for them.",0
Impt for black women to forsake stubborn independence and learn and embrace interdependence.,Accept support.,0
"You're supposed to trust your gut, right?",When your body says run run!,0
leave only 3-4 hours between each meal.,this will stoke metabolism to burn at a higher rate and help you lose weight weight,0
Just woke up to horrific news.,Worst mass shooting in U.S. history.,0
Worst mass shooting in U.S. history.,"Thoughts and prayers, Las Vegas.",0
The liver is the only human organ that possesses the capacity to regenerate.,Just 25% of the original liver mass can regenerate back to its full size.,0
"Green peas are an excellent source of fiber and vitamin C, vitamin K, and carotenes.",health vitamin,0
Hepatitis B is on the rise among Gay men.,Check with any nearby clinic for your Hepatitis Vaccine.,0
Check with any nearby clinic for your Hepatitis Vaccine.,Protect yourself!.,0
Here we go....live tweeting.,SPN Fami Iy,0
Many black men have lost their confidence and inner peace all because they're gay.,They forget being gay doesn't define your success neither does it determine your life span.,0
They forget being gay doesn't define your success neither does it determine your life span.,Being gay is just a fraction of your whole being.,0
How do I know if I'm bi or just gay?,Auntie Red Tweet Tea,0
Ellen Pompeo and Sara Ramirez will be at the GLAAD Awards April 20th!,Yay!,0
It would be nice if it's true.,"That we all have someone out there waiting for us.""",0
Very very big Nerdist Podcast announcement tomorrow.,Hostful going up in the am.,0
Hostful going up in the am.,It's not ending!,0
Just wanna take that off your emotional table.,Big announcement though.,0
Big announcement though.,Scary!,0
Scary!,But exciting!,0
"""It eventually hits us, it's been there all along.","Not in our dreams or our hopes but in the known, the comfortable, the familiar.""",0
"""Fine.",Walk away.,0
Sometimes u have to make a mistake to figure out how to make things right.,Mistakes R painful but the only way to find out who u really are.,0
Cold shower is believed 2 cure depression & anxiety.,It stimulates a blue spot in the brain depression,0
The expected is just the beginning.,"The unexpected, is what changes our lives.",0
I played hockey and soccer when I was a kid.,"I was never very good at either, but I had fun playing with my friends.",0
"I was never very good at either, but I had fun playing with my friends.",I never thought about playing baseball.,0
I never thought about playing baseball.,It seemed way to slow for me.,0
"""I wanna be myself again, ready to get back to my feet.","I lost myself there for awhile, and now I'm ready to get myself back.""",0
Sparkling water has an ingredient called bicarbonate.,Bicarbonate minimizes calcium loss from the bones calcium water,0
Work is an essential component of health and mental health.,black minds matter,0
"And when we blow it, we're sorry.","Not that being sorry really matters, not anymore.",0
"Not that being sorry really matters, not anymore.","No apology in the world matters now.""",0
What are your H Mart faves everyone?,It’s on Instacart which is a game changer,0
Wrong.,"Women do this by sending non-verbal signals that she's interested, like eye contact.",0
No need to explain: 1.,Your real friends don't need it.,0
2.,Your enemies won't believe it anyway.,0
Vaseline is a favorite product for growing eyebrows.,Apply twice a day on your eyebrows eyebrows vas line,0
"""I think it's better to have someone.","Even if it hurts, even if it is the most painful thing you have done.""",0
"My question is, how do you put up with the endless repeating of information?",These people are just reiterating and having the same conversations over and over.,0
These people are just reiterating and having the same conversations over and over.,Is this enjoyable?,0
"27 Guys, never forget your anniversaries with your girl.","She may act like it's okay, but she'll never forget that you forgot.",0
Seriously!,Go watch The Smalls World Show!,0
Vanilla essential oil has sedative-like properties.,"Some practitioners use vanilla essential oil to treat insomnia, anxiety, & depression",0
DYK: Minority Mental Health Month was started in honor of Bebe Moore Campbell?,Check out our Sheroes of Black Mental Health series for others!,0
"Consistently, use skin creams that contain retinol which renew surface cell.",it usually takes 30 days for results to show.,0
it usually takes 30 days for results to show.,skin,0
'use a topical facial vitamin C formula.,it helps produce elastin and collagen while it releases oil and dirt in skin pores',0
Spicy foods promote good circulation.,"When you eat spicy food, your body's temperature is raised & your blood flow increase",0
Mistakes make you human.,Failure makes you stronger.,0
Failure makes you stronger.,Trials keep you patient.,0
Trials keep you patient.,Faith gives you honour,0
Ready for: S un -kissed skin.,U nforgetable days.,0
M emories waiting to happen.,M eeting new people.,0
M eeting new people.,E ndless nights.,0
Just saw it with Stedman.,It's Phenomenal!!,0
It's Phenomenal!!,Layers and layers of it.,0
Layers and layers of it.,Wakunda ForEveeeerrrr!,0
Wakunda ForEveeeerrrr!,Black Panther,0
""" If I could change the world overnight.","There'd be no such thing as goodbye.""",0
"""It's okay not to be okay.",Sometimes it's hard to follow your heart.,0
"Sometimes you find yourself becoming stronger, better equipped to deal with the next disaster that comes along.","Sometimes, but not always.",0
Just ask them.',Sonia Sotomayor scotus AAP 19,0
Great time today.,Best fans ever.,0
My partner is currently pregnant from a donor.,"She was able to conceive while we were on a ""break"" from our relationship.",0
"She was able to conceive while we were on a ""break"" from our relationship.",The thing is I don't want kids and she knew this.,0
The thing is I don't want kids and she knew this.,I love her and she wants us to work out.,0
I love her and she wants us to work out.,Is there any advice you can give me?,0
Is there any advice you can give me?,Auntie Red Tweet Tea,0
Catfishing is criminal!,It speaks lowly of the catfisher and even counts for impersonation.,0
It speaks lowly of the catfisher and even counts for impersonation.,Stop that disgusting act!,0
It can be a relief to stop hiding.,"To accept who you really are.""",0
A school of clownfish is always built into a hierarchy with a female fish at the top.,"When she dies, the most dominant male changes sex and takes her place.",0
"When she dies, the most dominant male changes sex and takes her place.","If ""Finding Nemo"" were biologically accurate, Nemo's father would have become a female.",0
Awesome SPN episode!!!!,LOVED it!,0
LOVED it!,proud wife SPN Family,0
"""You can't trust anyone but yourself.",The only instinct you can count on is your own.,0
The only instinct you can count on is your own.,"The only skills you can count on is your own.""",0
Learn to light a candle in the darkest moments of someone's life.,Be the light that helps others see; it is what gives life its deepest significance.,0
A rabbit named Dory once helped save her owner's life after he slipped into a diabetic coma.,She jumped on his chest furiously until her odd behavior caught the attention of the man's wife.,0
She jumped on his chest furiously until her odd behavior caught the attention of the man's wife.,"She thought he was sleeping, and then called for help.",0
Hey Denver Con 2015 thanks for a great weekend.,Let's do it again sometime.,0
Let's do it again sometime.,SPN Family,0
I’m there.,The Irishman,0
From playing Jackie Robinson in 42 to Black Panther.,He was such a talent!,0
He was such a talent!,Condolences to the family of Chadwick Boseman.,0
Use the same body language patterns as she does to create rapport.,Mirror or match her body positions in a subtle way.,0
Very pleased to see this important part of black history highlighted.,Hope you tuned in to Black Panthers PBS,0
You do not write your life with words...You write it with actions.,What you think is not important.,0
Stop tolerating unacceptable behavior.,No girl wants to date a doormat.,0
The need remains consistent + so does our commitment.,"Today, we need rest.",0
"AHBL 6 Melbourne...thank you for the hugs, laughs, stories and support.",It's good to be down under again!,0
It's good to be down under again!,You all are awesome.,0
You all are awesome.,Cheers!,0
See ya from my porch in 15 minutes.,LIVE FB The Sun Does Shine,0
Realize that there are many wonderful single women out there and only one of you to go around.,This is abundance thinking.,0
"""Many people don't know the human eye has a blind spot in its field of vision.","There's a part of the world that we are literally blind to.""",0
"Because, what if you're wrong?",What if you're making a mistake you can't undo?,0
Okra's growth is the community's growth.,We are invested in supporting this historic momentum.,0
They can last for up to two weeks.,National Book Lovers Day,0
Just because people do horrible things...,It doesn't always mean they are horrible people.,0
"""Change is constant.","How we experience change, that is up to us.",0
Have u observed religious/spiritual people thinking mental illness is a sign of weakness?,Does that deter people from professional help?,0
Autism affects all ethnic and socioeconomic groups.,Autism Awareness,0
RIP Chi Chi Devayne.,Just incredibly heartbreaking.,0
Syphilis can be detected with a blood test and can be cured with antibiotic injection!,Spread the word!!,0
Early intervention with specific therapies for the developmental delays of children with autism is KEY.,Autism Awareness,0
You're doing better than you think you are.,Keep going.,0
You make this city even greater!,Thanx.,0
Thanx.,HANX.,0
All presidents and First Ladies have Secret Service protection for life.,As do all children of any former president until they are 16-years-old.,0
"MY CHILDHOOD BULLY: Hey, Nate!",How are you?,0
How are you?,"ME: [riding a beautiful horse] I'm obviously doing pretty fucking good, Carly.",0
*The alarm clock blares and yanks me back into reality.,I lay in bed wondering how one is to distinguish between a reoccurring dream and a prophecy.,0
But Mr. Spock is his gift to us all.,Live long and prosper.,0
Live long and prosper.,HANX.,0
What is your favorite thing about greys?,"Tweet me your favorite episode, season, character, couple or quotes!",0
Share the biggest mistake you ever made as a gay man.,Let's support eachother.,0
We will be live tweeting the plenaries throughout the day.,"Also, watch live on our Facebook page: Jewish National Fund - JNF.",0
"Also, watch live on our Facebook page: Jewish National Fund - JNF.",Follow along!,0
Don't forget to laugh.,It may not add years to your life but will surely add life to your years,0
Naaaaaah.,Santos won that bro.,0
Santos won that bro.,Even with his knees buckling he scared Jon Jones and out boxed him UFC 239,0
"The odds for a coin flip are not 50-50, but closer to 51-49.",A coin will most likely land on the same side as it began.,0
"36 NEVER lie, even about small things.","Any lie, no matter how small, will break her trust.",0
Is anyone else having wildly vivid and fucked up dreams lately?,Mine are so bizarre.,0
I trust Cardi B to steer our country.,This is absolutely sincere.,0
I love her and don't want to leave but I'm frustrated.,Should I just move and cut my loss?,0
Should I just move and cut my loss?,Auntie Red Tweet Tea,0
I like it the way it is and I don't want it to change.,I thought I liked it with you in it.,0
Write down ur negative thoughts in 1 column & the opposite of each in a different column.,it'll help u see a positive way out of ur problems,0
You can delete all contacts if the relationship was toxic 3.,Get yourself busy with positive activity 4.,0
Don't panic when diagnosed of HIV.,There is effective treatment available at little to no cost.,0
